subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag,is_churned,is_active,account_name,industry,country,signup_date,referral_source,tenure_days,tenure_months,month,total_usage_events,total_usage_time,total_errors
S-6ba608,A-e7beab,2023-12-15,,Enterprise,11,2189,26268,False,False,False,False,monthly,True,0,1,Company_458,EdTech,DE,2023-10-20,organic,776,25.9,2023-12,72.0,30276.0,2.0
S-e0bfb1,A-029f69,2024-08-04,2024-08-23,Pro,21,1029,12348,False,False,False,True,annual,False,1,0,Company_129,Cybersecurity,CA,2024-03-07,event,19,0.6,2024-08,56.0,15246.0,6.0
S-1e15d1,A-700ade,2024-11-17,2024-12-31,Pro,25,1225,14700,False,False,False,True,annual,True,1,0,Company_472,Cybersecurity,UK,2024-10-31,organic,44,1.5,2024-11,56.0,22274.0,6.0
S-7d9605,A-fb186e,2024-11-16,,Basic,33,0,0,True,False,False,False,annual,False,0,1,Company_131,EdTech,IN,2024-10-27,organic,439,14.6,2024-11,65.0,27661.0,3.0
S-0ae33f,A-075038,2023-07-14,,Pro,103,5047,60564,False,False,False,False,annual,True,0,1,Company_397,HealthTech,UK,2023-05-12,ads,930,31.0,2023-07,44.0,11613.0,1.0
S-eff018,A-0532a9,2024-10-02,,Pro,19,931,11172,False,False,True,False,annual,True,0,1,Company_170,FinTech,IN,2024-09-25,event,484,16.1,2024-10,69.0,21726.0,0.0
S-08a3d4,A-faa28c,2024-09-11,,Basic,49,931,11172,False,False,False,False,annual,True,0,1,Company_91,HealthTech,US,2024-01-30,organic,505,16.8,2024-09,82.0,32216.0,1.0
S-48d1f2,A-e08cd3,2024-10-16,,Enterprise,67,13333,159996,False,False,False,False,annual,False,0,1,Company_475,FinTech,US,2024-09-21,ads,470,15.7,2024-10,28.0,7251.0,2.0
S-92dbcc,A-faa28c,2024-12-25,,Pro,48,2352,28224,False,False,False,False,monthly,True,0,1,Company_91,HealthTech,US,2024-01-30,organic,400,13.3,2024-12,42.0,16758.0,2.0
S-da164e,A-9174e0,2024-12-21,,Pro,37,1813,21756,False,False,False,False,monthly,True,0,1,Company_73,Cybersecurity,US,2024-12-04,partner,404,13.5,2024-12,42.0,10204.0,2.0
S-3dc066,A-dcc3f1,2024-11-20,,Basic,21,399,4788,False,False,False,False,annual,False,0,1,Company_314,HealthTech,US,2023-12-27,event,435,14.5,2024-11,46.0,11380.0,4.0
S-4fd561,A-0dbdc6,2023-11-04,,Basic,30,570,6840,False,False,False,False,monthly,True,0,1,Company_366,Cybersecurity,DE,2023-02-12,other,817,27.2,2023-11,97.0,30371.0,1.0
S-feb4b0,A-a45270,2024-07-12,,Enterprise,10,1990,23880,False,False,False,False,annual,True,0,1,Company_37,HealthTech,US,2024-06-24,ads,566,18.9,2024-07,34.0,14274.0,3.0
S-3ba19e,A-075038,2024-08-10,,Basic,49,0,0,True,False,False,False,annual,True,0,1,Company_397,HealthTech,UK,2023-05-12,ads,537,17.9,2024-08,121.0,32834.0,6.0
S-461988,A-02cd81,2024-03-28,,Basic,44,836,10032,False,False,False,False,annual,False,0,1,Company_76,HealthTech,IN,2024-03-28,other,672,22.4,2024-03,49.0,15240.0,2.0
S-0b6899,A-313be3,2024-01-31,,Enterprise,47,9353,112236,False,False,False,False,annual,False,0,1,Company_136,EdTech,US,2023-11-15,partner,729,24.3,2024-01,32.0,16043.0,1.0
S-bff540,A-798a3f,2024-05-06,,Enterprise,12,2388,28656,False,False,False,False,monthly,True,0,1,Company_463,DevTools,FR,2023-10-19,other,633,21.1,2024-05,30.0,7480.0,3.0
S-a57b2c,A-fd9422,2024-12-11,,Pro,58,0,0,True,False,False,False,annual,True,0,1,Company_263,Cybersecurity,US,2024-04-04,organic,414,13.8,2024-12,45.0,15525.0,2.0
S-e8776c,A-c222ab,2024-12-12,,Enterprise,32,6368,76416,False,False,False,False,monthly,True,0,1,Company_206,Cybersecurity,US,2024-05-10,other,413,13.8,2024-12,34.0,14157.0,2.0
S-de9e50,A-67be94,2023-11-21,,Basic,41,779,9348,False,False,False,False,annual,True,0,1,Company_276,EdTech,US,2023-04-04,organic,800,26.7,2023-11,83.0,27898.0,2.0
S-429220,A-18793f,2024-12-29,,Pro,148,7252,87024,False,False,False,False,monthly,True,0,1,Company_488,EdTech,US,2024-12-18,organic,396,13.2,2024-12,32.0,12927.0,2.0
S-601f31,A-625d0b,2024-11-09,,Pro,14,686,8232,False,False,False,False,annual,True,0,1,Company_290,EdTech,AU,2024-09-02,ads,446,14.9,2024-11,27.0,11333.0,0.0
S-8dd1f6,A-098560,2024-03-24,,Pro,12,588,7056,False,False,False,False,monthly,False,0,1,Company_349,DevTools,UK,2023-10-21,ads,676,22.5,2024-03,22.0,2525.0,6.0
S-ff109c,A-df1e44,2024-04-09,,Pro,12,588,7056,False,False,False,False,annual,False,0,1,Company_323,Cybersecurity,UK,2024-02-23,organic,660,22.0,2024-04,48.0,21050.0,2.0
S-556071,A-9077b0,2024-12-20,2024-12-30,Pro,63,0,0,True,False,False,True,monthly,True,1,0,Company_41,HealthTech,US,2024-08-25,ads,10,0.3,2024-12,66.0,17927.0,6.0
S-f4019e,A-7988d1,2024-09-28,2024-11-16,Basic,33,627,7524,False,False,False,True,monthly,False,1,0,Company_90,Cybersecurity,US,2023-12-20,other,49,1.6,2024-09,30.0,11260.0,0.0
S-246f9c,A-544d0a,2024-10-27,,Pro,6,294,3528,False,False,True,False,monthly,True,0,1,Company_153,DevTools,US,2024-05-02,organic,459,15.3,2024-10,41.0,11991.0,2.0
S-5639de,A-eb1312,2024-12-13,,Pro,25,1225,14700,False,False,False,False,annual,True,0,1,Company_322,FinTech,US,2024-09-16,partner,412,13.7,2024-12,43.0,15056.0,0.0
S-104053,A-2bc93d,2024-12-20,,Pro,35,1715,20580,False,False,False,False,monthly,True,0,1,Company_43,HealthTech,US,2023-03-14,event,405,13.5,2024-12,61.0,21277.0,5.0
S-4bfe7b,A-9b9fe9,2023-10-16,,Basic,11,0,0,True,False,False,False,monthly,True,0,1,Company_71,EdTech,AU,2023-09-28,other,836,27.9,2023-10,25.0,10743.0,0.0
S-deb65c,A-1f0636,2024-10-30,,Basic,105,1995,23940,False,False,False,False,annual,True,0,1,Company_368,EdTech,AU,2024-01-01,partner,456,15.2,2024-10,90.0,21242.0,10.0
S-cfb108,A-c608c8,2023-06-30,,Enterprise,3,597,7164,False,False,True,False,annual,True,0,1,Company_199,DevTools,DE,2023-04-27,ads,944,31.5,2023-06,18.0,5832.0,1.0
S-e62fc9,A-0651a4,2024-12-23,,Pro,16,784,9408,False,False,False,False,monthly,False,0,1,Company_255,HealthTech,FR,2024-10-16,organic,402,13.4,2024-12,67.0,24147.0,2.0
S-935e79,A-c4ea60,2024-02-19,,Basic,58,0,0,True,False,False,False,annual,True,0,1,Company_18,FinTech,DE,2023-03-09,other,710,23.7,2024-02,50.0,22660.0,0.0
S-92e8cb,A-d4e0d4,2024-10-23,,Pro,117,5733,68796,False,False,True,False,monthly,False,0,1,Company_403,FinTech,US,2024-10-18,other,463,15.4,2024-10,47.0,12618.0,6.0
S-1f4db5,A-2e3bad,2024-09-29,,Enterprise,61,12139,145668,False,False,False,False,annual,True,0,1,Company_108,FinTech,CA,2023-08-13,other,487,16.2,2024-09,72.0,21322.0,0.0
S-4893cd,A-9c18c4,2023-12-26,,Enterprise,11,2189,26268,False,False,False,False,monthly,True,0,1,Company_481,HealthTech,US,2023-07-27,ads,765,25.5,2023-12,35.0,16477.0,5.0
S-0abdec,A-4a4c2d,2023-07-14,,Basic,54,1026,12312,False,False,False,False,monthly,True,0,1,Company_473,DevTools,US,2023-05-02,event,930,31.0,2023-07,35.0,6635.0,0.0
S-31428b,A-86cdb4,2024-12-14,,Basic,52,988,11856,False,False,False,False,annual,True,0,1,Company_250,DevTools,DE,2024-09-22,partner,411,13.7,2024-12,70.0,26023.0,2.0
S-381420,A-42b791,2024-10-25,2024-11-25,Basic,27,513,6156,False,False,False,True,monthly,True,1,0,Company_464,FinTech,AU,2024-05-20,event,31,1.0,2024-10,50.0,15745.0,2.0
S-0a28cd,A-e5d6ab,2023-10-08,,Enterprise,21,4179,50148,False,False,False,False,monthly,True,0,1,Company_7,EdTech,US,2023-04-15,partner,844,28.1,2023-10,41.0,10039.0,2.0
S-25ff39,A-798a3f,2024-03-24,,Basic,42,798,9576,False,False,False,False,annual,True,0,1,Company_463,DevTools,FR,2023-10-19,other,676,22.5,2024-03,19.0,4552.0,2.0
S-a82639,A-89ee83,2024-10-25,,Enterprise,40,7960,95520,False,False,False,False,monthly,True,0,1,Company_312,Cybersecurity,US,2024-10-04,organic,461,15.4,2024-10,41.0,11689.0,7.0
S-ada718,A-f6b2fb,2024-11-18,,Basic,23,437,5244,False,False,False,False,monthly,False,0,1,Company_418,DevTools,AU,2024-04-23,event,437,14.6,2024-11,92.0,24323.0,5.0
S-06e837,A-7c4956,2023-12-17,2024-03-29,Basic,9,0,0,True,False,False,True,annual,True,1,0,Company_254,DevTools,US,2023-05-06,ads,103,3.4,2023-12,28.0,8183.0,1.0
S-b488bc,A-f45426,2024-11-15,,Pro,11,0,0,True,False,False,False,monthly,True,0,1,Company_172,HealthTech,US,2024-08-05,organic,440,14.7,2024-11,42.0,13786.0,6.0
S-d11408,A-781cc0,2024-11-30,,Enterprise,12,0,0,True,False,False,False,monthly,True,0,1,Company_499,EdTech,US,2024-09-04,organic,425,14.2,2024-11,72.0,16720.0,3.0
S-36f26c,A-e36807,2024-12-17,,Basic,63,1197,14364,False,False,False,False,monthly,True,0,1,Company_164,EdTech,AU,2024-05-17,other,408,13.6,2024-12,43.0,20493.0,4.0
S-7cc0ec,A-a6d261,2024-02-25,,Pro,9,441,5292,False,False,False,False,monthly,False,0,1,Company_303,FinTech,CA,2023-11-29,other,704,23.5,2024-02,48.0,16286.0,2.0
S-cb8654,A-94d3da,2024-02-07,,Basic,41,0,0,True,False,False,False,annual,True,0,1,Company_61,HealthTech,US,2023-05-03,other,722,24.1,2024-02,27.0,9724.0,1.0
S-934f6d,A-40a557,2024-11-23,,Pro,16,784,9408,False,False,False,False,monthly,True,0,1,Company_86,Cybersecurity,AU,2023-12-03,partner,432,14.4,2024-11,39.0,9806.0,0.0
S-e9737c,A-3c1a3f,2023-12-28,,Enterprise,29,5771,69252,False,False,False,False,monthly,True,0,1,Company_224,DevTools,UK,2023-08-26,event,763,25.4,2023-12,30.0,7896.0,6.0
S-7f0419,A-84ebe4,2023-06-22,,Enterprise,18,3582,42984,False,False,False,False,annual,True,0,1,Company_68,FinTech,US,2023-03-12,ads,952,31.7,2023-06,31.0,11496.0,2.0
S-e002a1,A-940b8b,2024-06-07,,Basic,45,0,0,True,False,False,False,annual,True,0,1,Company_398,HealthTech,DE,2024-03-19,organic,601,20.0,2024-06,62.0,27690.0,4.0
S-5f30ce,A-9077b0,2024-08-26,,Basic,2,38,456,False,False,False,False,monthly,True,0,1,Company_41,HealthTech,US,2024-08-25,ads,521,17.4,2024-08,65.0,18829.0,6.0
S-557f3e,A-b7ef83,2024-06-20,,Enterprise,13,2587,31044,False,False,False,False,annual,True,0,1,Company_474,Cybersecurity,UK,2024-05-29,partner,588,19.6,2024-06,45.0,20728.0,0.0
S-a3e1e3,A-05d3b3,2024-09-26,,Enterprise,9,0,0,True,False,False,False,monthly,True,0,1,Company_213,DevTools,AU,2023-05-28,ads,490,16.3,2024-09,50.0,12892.0,3.0
S-70a554,A-f19409,2023-08-09,,Enterprise,23,4577,54924,False,False,False,False,annual,True,0,1,Company_105,DevTools,US,2023-03-16,other,904,30.1,2023-08,31.0,6667.0,3.0
S-b35b20,A-0b0d6d,2024-12-31,,Pro,3,147,1764,False,True,False,False,monthly,True,0,1,Company_267,DevTools,US,2024-12-30,organic,394,13.1,2024-12,97.0,22633.0,7.0
S-95d1dd,A-c58f49,2024-09-13,,Enterprise,70,13930,167160,False,False,False,False,monthly,True,0,1,Company_480,EdTech,US,2024-07-31,other,503,16.8,2024-09,13.0,5352.0,1.0
S-540cee,A-202b67,2024-06-22,,Enterprise,25,4975,59700,False,True,False,False,annual,True,0,1,Company_305,HealthTech,US,2024-03-22,organic,586,19.5,2024-06,79.0,17843.0,7.0
S-635570,A-883b7d,2024-05-12,,Enterprise,50,0,0,True,False,False,False,annual,False,0,1,Company_313,Cybersecurity,IN,2024-03-28,other,627,20.9,2024-05,35.0,15369.0,5.0
S-172953,A-e60f9d,2024-12-11,,Basic,29,551,6612,False,False,False,False,monthly,True,0,1,Company_178,FinTech,US,2024-08-26,other,414,13.8,2024-12,65.0,12864.0,3.0
S-0d0202,A-adc1f3,2024-09-04,2024-09-16,Enterprise,50,9950,119400,False,False,False,True,annual,True,1,0,Company_98,Cybersecurity,US,2024-08-05,organic,12,0.4,2024-09,90.0,32839.0,8.0
S-21f8b3,A-7f4db3,2024-09-07,,Enterprise,4,0,0,True,False,False,False,monthly,False,0,1,Company_441,FinTech,US,2023-03-05,other,509,17.0,2024-09,80.0,21825.0,4.0
S-8faa60,A-328bd0,2023-12-15,2024-01-11,Pro,39,1911,22932,False,False,False,True,monthly,True,1,0,Company_237,HealthTech,AU,2023-05-16,partner,27,0.9,2023-12,44.0,19698.0,1.0
S-93cd57,A-6f8ad2,2024-08-16,,Enterprise,20,3980,47760,False,False,False,False,annual,True,0,1,Company_57,EdTech,IN,2024-07-09,organic,531,17.7,2024-08,18.0,7116.0,0.0
S-8ec197,A-7c4956,2023-11-02,2024-10-10,Basic,51,0,0,True,False,False,True,monthly,True,1,0,Company_254,DevTools,US,2023-05-06,ads,343,11.4,2023-11,76.0,20381.0,8.0
S-842638,A-35083d,2024-05-04,2024-06-26,Pro,19,931,11172,False,False,False,True,annual,True,1,0,Company_27,HealthTech,IN,2023-04-28,partner,53,1.8,2024-05,26.0,10200.0,3.0
S-763e52,A-bece89,2024-05-20,,Enterprise,26,5174,62088,False,True,False,False,annual,False,0,1,Company_128,Cybersecurity,IN,2023-12-01,event,619,20.6,2024-05,36.0,16470.0,2.0
S-ed4c45,A-4e44e8,2024-09-15,2024-09-21,Enterprise,78,15522,186264,False,False,False,True,monthly,True,1,0,Company_22,DevTools,US,2024-08-20,ads,6,0.2,2024-09,27.0,7138.0,0.0
S-390955,A-98a59a,2023-09-02,,Pro,56,2744,32928,False,False,False,False,monthly,True,0,1,Company_80,FinTech,UK,2023-08-04,partner,880,29.3,2023-09,38.0,18055.0,7.0
S-3ab534,A-f446b6,2024-01-07,,Enterprise,18,3582,42984,False,False,False,False,annual,False,0,1,Company_36,DevTools,DE,2023-05-12,ads,753,25.1,2024-01,34.0,10518.0,2.0
S-9be237,A-a6d261,2024-09-20,,Pro,26,1274,15288,False,False,False,False,annual,True,0,1,Company_303,FinTech,CA,2023-11-29,other,496,16.5,2024-09,19.0,2699.0,0.0
S-021004,A-186a44,2024-07-05,,Basic,20,380,4560,False,False,False,False,monthly,True,0,1,Company_101,HealthTech,US,2023-08-07,ads,573,19.1,2024-07,9.0,5274.0,0.0
S-e36786,A-5b1bcd,2024-01-10,,Basic,73,1387,16644,False,False,False,False,monthly,True,0,1,Company_166,DevTools,US,2023-09-16,organic,750,25.0,2024-01,60.0,14707.0,2.0
S-4691f1,A-c16cf7,2024-12-07,,Basic,13,247,2964,False,False,False,False,annual,True,0,1,Company_377,EdTech,US,2024-10-16,event,418,13.9,2024-12,34.0,9234.0,2.0
S-d35d49,A-bc87bc,2024-09-11,2024-11-10,Basic,18,342,4104,False,False,False,True,annual,True,1,0,Company_456,FinTech,US,2024-07-17,event,60,2.0,2024-09,44.0,18806.0,2.0
S-374628,A-35083d,2024-07-17,,Basic,19,361,4332,False,False,False,False,monthly,False,0,1,Company_27,HealthTech,IN,2023-04-28,partner,561,18.7,2024-07,48.0,11022.0,5.0
S-36f84f,A-e08cd3,2024-12-08,,Pro,67,3283,39396,False,False,False,False,monthly,False,0,1,Company_475,FinTech,US,2024-09-21,ads,417,13.9,2024-12,30.0,4646.0,2.0
S-e0cd01,A-0cc442,2024-10-21,,Basic,45,855,10260,False,False,False,False,annual,False,0,1,Company_198,EdTech,US,2024-07-18,organic,465,15.5,2024-10,42.0,16011.0,3.0
S-edc542,A-1f0636,2024-04-09,,Enterprise,105,20895,250740,False,False,False,False,annual,True,0,1,Company_368,EdTech,AU,2024-01-01,partner,660,22.0,2024-04,36.0,7337.0,0.0
S-1bbdf0,A-781cc0,2024-10-08,,Basic,16,304,3648,False,False,False,False,annual,True,0,1,Company_499,EdTech,US,2024-09-04,organic,478,15.9,2024-10,40.0,15912.0,0.0
S-a4d121,A-118d55,2024-10-26,,Enterprise,8,1592,19104,False,True,False,False,monthly,True,0,1,Company_65,Cybersecurity,US,2024-10-22,organic,460,15.3,2024-10,24.0,804.0,1.0
S-5b4149,A-df10db,2023-10-23,,Basic,7,133,1596,False,False,False,False,annual,True,0,1,Company_143,DevTools,US,2023-06-06,other,829,27.6,2023-10,53.0,13104.0,1.0
S-ffe125,A-e89151,2024-04-15,2024-10-07,Basic,20,380,4560,False,False,False,True,monthly,False,1,0,Company_234,FinTech,UK,2023-09-14,organic,175,5.8,2024-04,78.0,26363.0,0.0
S-5aea91,A-427b69,2024-11-06,,Enterprise,34,6766,81192,False,False,False,False,monthly,True,0,1,Company_453,FinTech,US,2024-08-23,other,449,15.0,2024-11,32.0,10880.0,1.0
S-a5baf1,A-c7e58b,2023-12-16,,Enterprise,7,1393,16716,False,False,False,False,monthly,False,0,1,Company_404,HealthTech,IN,2023-06-25,other,775,25.8,2023-12,52.0,16066.0,1.0
S-5aacfa,A-f3ff05,2024-10-19,,Enterprise,48,9552,114624,False,False,False,False,annual,True,0,1,Company_44,FinTech,IN,2024-07-06,other,467,15.6,2024-10,9.0,1638.0,1.0
S-69cc68,A-7f4db3,2023-10-12,,Enterprise,7,1393,16716,False,False,False,False,annual,True,0,1,Company_441,FinTech,US,2023-03-05,other,840,28.0,2023-10,64.0,26541.0,2.0
S-5cff9b,A-0f3e88,2024-11-07,,Pro,7,0,0,True,True,False,False,monthly,False,0,1,Company_428,HealthTech,US,2023-07-23,other,448,14.9,2024-11,47.0,6988.0,4.0
S-573f93,A-50bb9f,2024-10-29,,Enterprise,2,398,4776,False,False,False,False,monthly,True,0,1,Company_373,Cybersecurity,US,2024-07-12,organic,457,15.2,2024-10,31.0,12905.0,3.0
S-ea2c98,A-1ac5e0,2024-11-30,,Pro,33,1617,19404,False,False,False,False,monthly,True,0,1,Company_126,DevTools,US,2024-10-20,event,425,14.2,2024-11,47.0,16784.0,2.0
S-b2f3f3,A-bc87bc,2024-12-15,,Basic,8,152,1824,False,False,False,False,monthly,True,0,1,Company_456,FinTech,US,2024-07-17,event,410,13.7,2024-12,23.0,12468.0,0.0
S-5bc277,A-05d3b3,2023-07-12,,Basic,9,171,2052,False,False,False,False,annual,True,0,1,Company_213,DevTools,AU,2023-05-28,ads,932,31.1,2023-07,68.0,27408.0,3.0
S-d0429b,A-5247b3,2024-11-25,,Basic,74,1406,16872,False,True,False,False,annual,True,0,1,Company_375,FinTech,UK,2024-03-12,partner,430,14.3,2024-11,36.0,6598.0,1.0
S-d2a604,A-20736a,2024-10-03,,Pro,61,2989,35868,False,False,True,False,monthly,True,0,1,Company_271,EdTech,IN,2024-03-16,organic,483,16.1,2024-10,31.0,5879.0,3.0
S-f586ed,A-de24d5,2024-12-06,,Basic,17,323,3876,False,False,False,False,monthly,True,0,1,Company_231,DevTools,US,2024-11-05,other,419,14.0,2024-12,24.0,1824.0,0.0
S-f874e5,A-417d2f,2023-07-16,,Enterprise,51,10149,121788,False,False,False,False,annual,True,0,1,Company_285,Cybersecurity,IN,2023-07-04,partner,928,30.9,2023-07,102.0,38597.0,2.0
S-28d401,A-d792a6,2023-09-03,2024-03-04,Basic,5,95,1140,False,False,False,True,annual,True,1,0,Company_486,DevTools,US,2023-01-23,organic,183,6.1,2023-09,45.0,11564.0,3.0
S-fa05d7,A-180abf,2024-07-10,,Basic,64,1216,14592,False,False,False,False,monthly,True,0,1,Company_122,DevTools,US,2023-08-14,event,568,18.9,2024-07,82.0,20062.0,3.0
S-8ed77f,A-8b0451,2024-12-10,,Pro,41,2009,24108,False,False,False,False,monthly,True,0,1,Company_245,FinTech,UK,2024-09-16,event,415,13.8,2024-12,86.0,26126.0,5.0
S-0d391c,A-f9cc74,2024-12-09,,Enterprise,30,0,0,True,False,False,False,monthly,True,0,1,Company_360,DevTools,FR,2024-10-12,partner,416,13.9,2024-12,33.0,12944.0,3.0
S-beaa35,A-781cc0,2024-11-01,,Pro,12,0,0,True,False,False,False,monthly,False,0,1,Company_499,EdTech,US,2024-09-04,organic,454,15.1,2024-11,49.0,14765.0,5.0
S-d44108,A-7c83a1,2024-11-02,,Pro,12,0,0,True,False,False,False,monthly,True,0,1,Company_447,Cybersecurity,US,2024-05-06,partner,453,15.1,2024-11,47.0,19133.0,2.0
S-925f82,A-c7e58b,2024-07-08,,Enterprise,7,1393,16716,False,False,False,False,annual,False,0,1,Company_404,HealthTech,IN,2023-06-25,other,570,19.0,2024-07,90.0,24078.0,8.0
S-7d43e0,A-f9cc74,2024-10-12,,Enterprise,30,5970,71640,False,False,False,False,monthly,True,0,1,Company_360,DevTools,FR,2024-10-12,partner,474,15.8,2024-10,24.0,4444.0,1.0
S-dc1cf4,A-1986ca,2024-01-05,,Enterprise,20,3980,47760,False,False,False,False,monthly,False,0,1,Company_197,HealthTech,IN,2023-01-30,ads,755,25.2,2024-01,89.0,16197.0,9.0
S-bff3b5,A-10b8f2,2024-03-22,,Pro,47,2303,27636,False,False,False,False,monthly,False,0,1,Company_151,HealthTech,DE,2023-01-11,organic,678,22.6,2024-03,47.0,10689.0,0.0
S-f11653,A-d4e0d4,2024-10-28,,Enterprise,117,23283,279396,False,False,False,False,annual,True,0,1,Company_403,FinTech,US,2024-10-18,other,458,15.3,2024-10,53.0,18034.0,2.0
S-f42cc4,A-f44180,2023-04-10,,Enterprise,14,2786,33432,False,False,False,False,annual,True,0,1,Company_376,Cybersecurity,UK,2023-02-13,event,1025,34.2,2023-04,74.0,21181.0,7.0
S-22014f,A-0be015,2024-10-21,,Basic,19,361,4332,False,False,False,False,annual,True,0,1,Company_454,FinTech,US,2024-10-15,event,465,15.5,2024-10,84.0,24753.0,2.0
S-1acdd2,A-7a0d69,2024-10-12,,Enterprise,26,5174,62088,False,False,False,False,monthly,True,0,1,Company_187,DevTools,DE,2024-06-15,ads,474,15.8,2024-10,92.0,21159.0,6.0
S-c85167,A-7a0d69,2024-09-16,,Basic,15,285,3420,False,False,False,False,monthly,True,0,1,Company_187,DevTools,DE,2024-06-15,ads,500,16.7,2024-09,90.0,25193.0,4.0
S-b112eb,A-8bde0c,2024-12-19,,Basic,53,1007,12084,False,False,False,False,monthly,True,0,1,Company_287,DevTools,US,2024-11-04,organic,406,13.5,2024-12,105.0,30610.0,4.0
S-79bf38,A-9779ad,2024-07-29,,Enterprise,40,7960,95520,False,False,False,False,monthly,True,0,1,Company_171,Cybersecurity,AU,2024-03-29,event,549,18.3,2024-07,37.0,9825.0,4.0
S-ab152e,A-3793ee,2024-07-22,,Enterprise,49,9751,117012,False,False,True,False,monthly,True,0,1,Company_332,Cybersecurity,CA,2023-03-21,organic,556,18.5,2024-07,55.0,16131.0,6.0
S-dbde43,A-54d94a,2023-12-17,,Pro,27,1323,15876,False,False,False,False,annual,True,0,1,Company_385,Cybersecurity,IN,2023-05-01,event,774,25.8,2023-12,48.0,18897.0,3.0
S-2bbf5c,A-a09355,2024-10-17,,Enterprise,14,2786,33432,False,False,False,False,annual,True,0,1,Company_459,FinTech,US,2024-08-10,organic,469,15.6,2024-10,63.0,16864.0,1.0
S-dfd629,A-7da956,2024-06-15,,Basic,26,0,0,True,False,False,False,annual,True,0,1,Company_141,Cybersecurity,US,2024-06-02,event,593,19.8,2024-06,17.0,4262.0,3.0
S-233c23,A-39b19f,2024-05-11,,Pro,54,2646,31752,False,True,False,False,monthly,False,0,1,Company_176,FinTech,US,2023-02-03,partner,628,20.9,2024-05,61.0,22601.0,2.0
S-770d98,A-e693b6,2024-11-19,,Enterprise,55,10945,131340,False,False,False,False,annual,True,0,1,Company_240,FinTech,AU,2023-05-25,event,436,14.5,2024-11,47.0,16145.0,4.0
S-972512,A-de24d5,2024-12-14,,Pro,54,0,0,True,False,False,False,monthly,True,0,1,Company_231,DevTools,US,2024-11-05,other,411,13.7,2024-12,86.0,22553.0,7.0
S-3965a4,A-8b25f2,2024-10-08,2024-10-18,Basic,47,893,10716,False,False,True,True,annual,True,1,0,Company_96,Cybersecurity,US,2024-02-17,ads,10,0.3,2024-10,53.0,12762.0,1.0
S-632bba,A-a09355,2024-09-24,,Pro,15,735,8820,False,False,False,False,monthly,True,0,1,Company_459,FinTech,US,2024-08-10,organic,492,16.4,2024-09,34.0,11428.0,2.0
S-307e49,A-4c38bc,2024-06-01,,Pro,36,1764,21168,False,False,False,False,monthly,False,0,1,Company_55,HealthTech,UK,2024-03-09,event,607,20.2,2024-06,25.0,8475.0,4.0
S-b84175,A-bb2f49,2023-10-26,,Pro,9,441,5292,False,False,False,False,monthly,True,0,1,Company_356,Cybersecurity,US,2023-05-28,other,826,27.5,2023-10,38.0,13251.0,0.0
S-83b2ee,A-7c83a1,2024-06-27,2024-12-04,Enterprise,26,5174,62088,False,False,False,True,monthly,True,1,0,Company_447,Cybersecurity,US,2024-05-06,partner,160,5.3,2024-06,19.0,5413.0,1.0
S-969aac,A-37f969,2024-05-14,,Enterprise,30,5970,71640,False,False,False,False,monthly,False,0,1,Company_150,HealthTech,IN,2023-10-14,partner,625,20.8,2024-05,11.0,1573.0,0.0
S-aa5f00,A-241e75,2024-09-29,,Pro,13,637,7644,False,False,True,False,annual,True,0,1,Company_242,EdTech,US,2024-07-03,partner,487,16.2,2024-09,86.0,39184.0,2.0
S-f7fa56,A-c16cf7,2024-10-18,,Pro,13,637,7644,False,False,False,False,monthly,True,0,1,Company_377,EdTech,US,2024-10-16,event,468,15.6,2024-10,54.0,13340.0,2.0
S-d50f1d,A-08e34e,2024-07-02,,Basic,29,0,0,True,False,False,False,annual,True,0,1,Company_32,EdTech,US,2024-06-27,event,576,19.2,2024-07,79.0,18837.0,3.0
S-5b9267,A-410e86,2024-12-17,,Pro,33,0,0,True,False,False,False,annual,True,0,1,Company_210,FinTech,US,2024-11-10,organic,408,13.6,2024-12,40.0,22082.0,3.0
S-199697,A-bcf664,2024-11-11,,Enterprise,7,1393,16716,False,False,False,False,annual,True,0,1,Company_248,DevTools,US,2023-05-19,other,444,14.8,2024-11,32.0,12083.0,4.0
S-cbe349,A-e89151,2024-02-16,2024-04-23,Enterprise,8,1592,19104,False,True,False,True,annual,False,1,0,Company_234,FinTech,UK,2023-09-14,organic,67,2.2,2024-02,47.0,16309.0,0.0
S-2b4a26,A-66224b,2024-11-20,,Basic,92,0,0,True,False,False,False,annual,False,0,1,Company_87,HealthTech,US,2024-10-18,other,435,14.5,2024-11,41.0,14431.0,5.0
S-704195,A-dfbd31,2024-04-29,,Basic,14,266,3192,False,False,False,False,monthly,True,0,1,Company_190,DevTools,UK,2023-12-04,partner,640,21.3,2024-04,31.0,9144.0,0.0
S-4dae4c,A-158f4e,2023-12-19,,Pro,61,2989,35868,False,False,False,False,monthly,True,0,1,Company_180,FinTech,IN,2023-03-03,other,772,25.7,2023-12,18.0,9362.0,0.0
S-d425c9,A-e4144b,2024-11-11,,Enterprise,41,8159,97908,False,False,False,False,annual,True,0,1,Company_316,EdTech,UK,2024-10-22,other,444,14.8,2024-11,94.0,29015.0,7.0
